time,stage,id,entropy
74.5,3,ped,0.0
74.75,3,bike,15.943784430309261
74.75,3,dut,3.871413475703435
74.75,3,ped,0.0
75.0,3,bike,15.020764689175566
75.0,3,dut,3.871413475703435
75.0,3,ped,0.0
75.25,3,bike,16.421000689727464
75.25,3,dut,3.871413475703435
75.25,3,ped,0.0
75.5,3,bike,17.851440469129138
75.5,3,dut,3.871413475703435
75.5,3,ped,0.0
75.75,3,bike,19.2504674708281
75.75,3,dut,3.871413475703435
75.75,3,ped,0.0
76.0,3,bike,20.203690990811566
76.0,3,dut,3.871413475703435
76.0,3,ped,0.0
76.25,3,bike,20.680907250229772
76.25,3,dut,3.871413475703435
76.25,3,ped,0.0
76.5,3,bike,21.15812350964798
76.5,3,dut,3.871413475703435
76.5,3,ped,0.0
76.75,3,bike,22.11134702963145
76.75,3,dut,3.871413475703435
76.75,3,ped,0.0
77.0,3,bike,22.11134702963145
77.0,3,dut,3.871413475703435
77.0,3,ped,0.0
77.25,3,bike,22.587354290196714
77.25,3,dut,3.871413475703435
77.25,3,ped,0.0
77.5,3,bike,23.510374031330407
77.5,3,dut,3.871413475703435
77.5,3,ped,0.0
77.75,3,bike,23.510374031330407
77.75,3,dut,3.871413475703435
77.75,3,ped,0.0
78.0,3,bike,24.568702983398833
78.0,3,dut,3.871413475703435
78.0,3,ped,0.0
78.25,3,bike,25.01450646511432
78.25,3,dut,3.871413475703435
78.25,3,ped,0.0
78.5,3,bike,26.071626418329807
78.5,3,dut,3.871413475703435
78.5,3,ped,0.0
78.75,3,bike,26.071626418329807
78.75,3,dut,3.871413475703435
78.75,3,ped,0.0
79.0,3,bike,26.071626418329807
79.0,3,dut,3.871413475703435
79.0,3,ped,0.0
79.25,3,bike,26.517429900045297
79.25,3,dut,3.871413475703435
79.25,3,ped,0.0
79.5,3,bike,27.098542592695512
79.5,3,dut,3.871413475703435
79.5,3,ped,0.0
79.75,3,bike,27.098542592695512
79.75,3,dut,3.871413475703435
79.75,3,ped,0.0
80.0,3,bike,27.098542592695512
80.0,3,dut,3.871413475703435
80.0,3,ped,0.0
80.25,3,bike,27.57575885211372
80.25,3,dut,3.871413475703435
80.25,3,ped,0.0
80.5,3,bike,27.57575885211372
80.5,3,dut,3.871413475703435
80.5,3,ped,0.0
80.75,3,bike,27.57575885211372
80.75,3,dut,3.871413475703435
80.75,3,ped,0.0
81.0,3,bike,27.57575885211372
81.0,3,dut,3.871413475703435
81.0,3,ped,0.0
81.25,3,bike,27.57575885211372
81.25,3,dut,3.871413475703435
81.25,3,ped,0.0
81.5,3,bike,27.57575885211372
81.5,3,dut,3.871413475703435
81.5,3,ped,0.0
81.75,3,bike,27.098542592695512
81.75,3,dut,3.871413475703435
81.75,3,ped,0.0
82.0,3,bike,27.098542592695512
82.0,3,dut,3.871413475703435
82.0,3,ped,0.0
82.25,3,bike,27.544346074411003
82.25,3,dut,3.871413475703435
82.25,3,ped,0.0
82.5,3,bike,27.544346074411003
82.5,3,dut,3.871413475703435
82.5,3,ped,0.0
82.75,3,bike,28.02156233382921
82.75,3,dut,3.871413475703435
82.75,3,ped,0.0
83.0,3,bike,27.44044964117899
83.0,3,dut,3.871413475703435
83.0,3,ped,0.0
83.25,3,bike,27.44044964117899
83.25,3,dut,3.871413475703435
83.25,3,ped,0.0
83.5,3,bike,26.9946461594635
83.5,3,dut,3.871413475703435
83.5,3,ped,0.0
83.75,3,bike,26.9946461594635
83.75,3,dut,3.871413475703435
83.75,3,ped,0.0
84.0,3,bike,26.9946461594635
84.0,3,dut,3.871413475703435
84.0,3,ped,0.0
84.25,3,bike,26.9946461594635
84.25,3,dut,3.871413475703435
84.25,3,ped,0.0
84.5,3,bike,26.9946461594635
84.5,3,dut,3.871413475703435
84.5,3,ped,0.0
84.75,3,bike,27.471862418881706
84.75,3,dut,3.871413475703435
84.75,3,ped,0.0
85.0,3,bike,26.890749726231487
85.0,3,dut,3.871413475703435
85.0,3,ped,0.0
85.25,3,bike,26.890749726231487
85.25,3,dut,3.871413475703435
85.25,3,ped,0.0
85.5,3,bike,26.890749726231487
85.5,3,dut,3.871413475703435
85.5,3,ped,0.0
85.75,3,bike,26.890749726231487
85.75,3,dut,3.871413475703435
85.75,3,ped,0.0
86.0,3,bike,26.444946244515997
86.0,3,dut,3.871413475703435
86.0,3,ped,0.0
86.25,3,bike,26.444946244515997
86.25,3,dut,3.871413475703435
86.25,3,ped,0.0
86.5,3,bike,26.207560556376013
86.5,3,dut,3.871413475703435
86.5,3,ped,0.0
86.75,3,bike,25.386617292447575
86.75,3,dut,3.871413475703435
86.75,3,ped,0.0
87.0,3,bike,25.386617292447575
87.0,3,dut,3.871413475703435
87.0,3,ped,0.0
87.25,3,bike,25.386617292447575
87.25,3,dut,3.871413475703435
87.25,3,ped,0.0
87.5,3,bike,25.386617292447575
87.5,3,dut,3.871413475703435
87.5,3,ped,0.0
87.75,3,bike,25.386617292447575
87.75,3,dut,3.871413475703435
87.75,3,ped,0.0
88.0,3,bike,25.386617292447575
88.0,3,dut,3.871413475703435
88.0,3,ped,0.0
88.25,3,bike,24.940813810732084
88.25,3,dut,3.871413475703435
88.25,3,ped,0.0
88.5,3,bike,24.940813810732084
88.5,3,dut,3.871413475703435
88.5,3,ped,0.0
88.75,3,bike,24.940813810732084
88.75,3,dut,3.871413475703435
88.75,3,ped,0.0
89.0,3,bike,24.940813810732084
89.0,3,dut,3.871413475703435
89.0,3,ped,0.0
89.25,3,bike,25.41803007015029
89.25,3,dut,3.871413475703435
89.25,3,ped,0.0
89.5,3,bike,25.41803007015029
89.5,3,dut,3.871413475703435
89.5,3,ped,0.0
89.75,3,bike,25.41803007015029
89.75,3,dut,3.871413475703435
89.75,3,ped,0.0
90.0,3,bike,25.41803007015029
90.0,3,dut,3.871413475703435
90.0,3,ped,0.0
90.25,3,bike,25.41803007015029
90.25,3,dut,3.871413475703435
90.25,3,ped,0.0
90.5,3,bike,25.41803007015029
90.5,3,dut,3.871413475703435
90.5,3,ped,0.0
90.75,3,bike,25.41803007015029
90.75,3,dut,3.871413475703435
90.75,3,ped,0.0
91.0,3,bike,24.940813810732084
91.0,3,dut,3.871413475703435
91.0,3,ped,0.0
91.25,3,bike,24.940813810732084
91.25,3,dut,3.871413475703435
91.25,3,ped,0.0
91.5,3,bike,24.940813810732084
91.5,3,dut,3.871413475703435
91.5,3,ped,0.0
91.75,3,bike,24.940813810732084
91.75,3,dut,3.871413475703435
91.75,3,ped,0.0
92.0,3,bike,24.940813810732084
92.0,3,dut,3.871413475703435
92.0,3,ped,0.0
92.25,3,bike,24.940813810732084
92.25,3,dut,3.871413475703435
92.25,3,ped,0.0
92.5,3,bike,24.940813810732084
92.5,3,dut,3.871413475703435
92.5,3,ped,0.0
92.75,3,bike,24.940813810732084
92.75,3,dut,3.871413475703435
92.75,3,ped,0.0
93.0,3,bike,24.940813810732084
93.0,3,dut,3.871413475703435
93.0,3,ped,0.0
93.25,3,bike,24.940813810732084
93.25,3,dut,3.871413475703435
93.25,3,ped,0.09018062952726867
93.5,3,bike,25.41803007015029
93.5,3,dut,3.871413475703435
93.5,3,ped,9.434184862987651
93.75,3,bike,25.41803007015029
93.75,3,dut,3.871413475703435
93.75,3,ped,10.590927297990111
94.0,3,bike,25.41803007015029
94.0,3,dut,3.871413475703435
94.0,3,ped,14.42236007030623
94.25,3,bike,25.41803007015029
94.25,3,dut,3.871413475703435
94.25,3,ped,16.69760517963823
94.5,3,bike,25.41803007015029
94.5,3,dut,3.871413475703435
94.5,3,ped,15.757942999002246
94.75,3,bike,25.41803007015029
94.75,3,dut,3.871413475703435
94.75,3,ped,14.818497903585934
95.0,3,bike,25.41803007015029
95.0,3,dut,3.871413475703435
95.0,3,ped,13.38554200211477
95.25,3,bike,24.940813810732088
95.25,3,dut,3.871413475703435
95.25,3,ped,12.260586237568532
95.5,3,bike,24.940813810732088
95.5,3,dut,3.871413475703435
95.5,3,ped,11.686095882931566
95.75,3,bike,24.940813810732088
95.75,3,dut,3.871413475703435
95.75,3,ped,11.449810266348864
96.0,3,bike,24.940813810732088
96.0,3,dut,3.871413475703435
96.0,3,ped,11.72604528457034
96.25,3,bike,24.940813810732088
96.25,3,dut,3.871413475703435
96.25,3,ped,11.68985704852334
96.5,3,bike,25.41803007015029
96.5,3,dut,3.871413475703435
96.5,3,ped,10.130803388151447
96.75,3,bike,25.41803007015029
96.75,3,dut,3.871413475703435
96.75,3,ped,0.0
97.0,3,bike,25.41803007015029
97.0,3,dut,3.871413475703435
97.0,3,ped,0.0
97.25,3,bike,25.41803007015029
97.25,3,dut,3.871413475703435
97.25,3,ped,0.0
97.5,3,bike,25.41803007015029
97.5,3,dut,3.871413475703435
97.5,3,ped,0.0
97.75,3,bike,24.46480655016682
97.75,3,dut,3.871413475703435
97.75,3,ped,0.0
98.0,3,bike,22.558359510199875
98.0,3,dut,3.871413475703435
98.0,3,ped,0.0
98.25,3,bike,12.448020276087881
98.25,3,dut,3.871413475703435
98.25,3,ped,0.0
98.5,4,bike,3.605380279845588
98.5,4,dut,3.871413475703435
98.5,4,ped,0.0
98.75,4,bike,1.244360328395035
98.75,4,dut,3.871413475703435
98.75,4,ped,0.0
99.0,4,bike,0.8070846952860307
99.0,4,dut,3.871413475703435
99.0,4,ped,0.0
99.25,4,bike,0.6024576185002649
99.25,4,dut,3.871413475703435
99.25,4,ped,0.0
99.5,4,bike,0.6024576185002649
99.5,4,dut,3.871413475703435
99.5,4,ped,0.0
99.75,4,bike,0.6024576185002649
99.75,4,dut,3.871413475703435
99.75,4,ped,0.0
100.0,4,bike,0.6024576185002649
100.0,4,dut,3.871413475703435
100.0,4,ped,0.0
100.25,4,bike,0.6024576185002649
100.25,4,dut,3.871413475703435
100.25,4,ped,6.362883458909394
100.5,4,bike,0.6024576185002649
100.5,4,dut,3.871413475703435
100.5,4,ped,6.362883458909394
100.75,4,bike,0.6024576185002649
100.75,4,dut,3.871413475703435
100.75,4,ped,6.362883458909394
101.0,4,bike,0.6024576185002649
101.0,4,dut,3.871413475703435
101.0,4,ped,12.30692988178259
101.25,4,bike,0.6024576185002649
101.25,4,dut,3.871413475703435
101.25,4,ped,11.45854542059467
101.5,4,bike,0.6024576185002649
101.5,4,dut,3.871413475703435
101.5,4,ped,15.617379916803841
101.75,4,bike,0.6024576185002649
101.75,4,dut,3.871413475703435
101.75,4,ped,14.768995455615922
102.0,4,bike,0.6024576185002649
102.0,4,dut,3.871413475703435
102.0,4,ped,17.497356479426127
102.25,4,bike,0.6024576185002649
102.25,4,dut,3.871413475703435
102.25,4,ped,16.22477978764425
102.5,4,bike,0.6024576185002649
102.5,4,dut,3.871413475703435
102.5,4,ped,14.0953980867417
102.75,4,bike,0.6024576185002649
102.75,4,dut,3.871413475703435
102.75,4,ped,13.67120585614774
103.0,4,bike,0.6024576185002649
103.0,4,dut,3.871413475703435
103.0,4,ped,13.67120585614774
103.25,4,bike,0.6024576185002649
103.25,4,dut,3.871413475703435
103.25,4,ped,8.917346345678833
103.5,4,bike,0.6024576185002649
103.5,4,dut,3.871413475703435
103.5,4,ped,7.731292316763501
103.75,4,bike,0.6024576185002649
103.75,4,dut,3.871413475703435
103.75,4,ped,7.732669944593154
104.0,4,bike,0.6024576185002649
104.0,4,dut,3.871413475703435
104.0,4,ped,3.1510208456196778
104.25,4,bike,0.6024576185002649
104.25,4,dut,3.871413475703435
104.25,4,ped,3.1607333173506347
104.5,4,bike,0.6024576185002649
104.5,4,dut,3.871413475703435
104.5,4,ped,2.976087326770646
104.75,4,bike,0.6024576185002649
104.75,4,dut,3.871413475703435
104.75,4,ped,2.612328882570411
105.0,4,bike,0.6024576185002649
105.0,4,dut,3.871413475703435
105.0,4,ped,0.4282163844103366
105.25,4,bike,0.6024576185002649
105.25,4,dut,3.871413475703435
105.25,4,ped,0.0
105.5,4,bike,0.6024576185002649
105.5,4,dut,3.871413475703435
105.5,4,ped,0.08453196436189353
105.75,4,bike,0.6024576185002649
105.75,4,dut,3.871413475703435
105.75,4,ped,0.33957456220060783
106.0,4,bike,0.6024576185002649
106.0,4,dut,3.871413475703435
106.0,4,ped,0.4339111008579649
106.25,4,bike,0.6024576185002649
106.25,4,dut,3.871413475703435
106.25,4,ped,0.4367814847229056
106.5,4,bike,0.6024576185002649
106.5,4,dut,3.871413475703435
106.5,4,ped,1.7100166291676704
106.75,4,bike,0.6024576185002649
106.75,4,dut,3.871413475703435
106.75,4,ped,11.4952403859429
107.0,4,bike,0.6024576185002649
107.0,4,dut,3.871413475703435
107.0,4,ped,25.79294731599307
107.25,4,bike,0.6024576185002649
107.25,4,dut,3.871413475703435
107.25,4,ped,28.27261914352485
107.5,4,bike,0.6024576185002649
107.5,4,dut,3.871413475703435
107.5,4,ped,25.901425613050584
107.75,4,bike,0.6024576185002649
107.75,4,dut,3.871413475703435
107.75,4,ped,23.439993585411813
108.0,4,bike,0.6024576185002649
108.0,4,dut,3.871413475703435
108.0,4,ped,23.43294426677565
108.25,4,bike,0.6024576185002649
108.25,4,dut,3.871413475703435
108.25,4,ped,23.172345106336063
108.5,4,bike,0.6024576185002649
108.5,4,dut,3.871413475703435
108.5,4,ped,21.91191374244707
108.75,4,bike,0.6024576185002649
108.75,4,dut,3.871413475703435
108.75,4,ped,20.274897128160948
109.0,4,bike,0.6024576185002649
109.0,4,dut,3.871413475703435
109.0,4,ped,15.997405516478029
109.25,4,bike,0.6024576185002649
109.25,4,dut,3.871413475703435
109.25,4,ped,15.691870401357821
109.5,4,bike,0.6024576185002649
109.5,4,dut,3.871413475703435
109.5,4,ped,15.691870401357821
109.75,4,bike,0.6024576185002649
109.75,4,dut,3.871413475703435
109.75,4,ped,9.32470641353772
110.0,4,bike,0.6024576185002649
110.0,4,dut,3.871413475703435
110.0,4,ped,8.478471283643913
110.25,4,bike,0.6024576185002649
110.25,4,dut,3.871413475703435
110.25,4,ped,3.392463179104621
110.5,4,bike,0.6024576185002649
110.5,4,dut,3.871413475703435
110.5,4,ped,0.0
110.75,4,bike,0.6024576185002649
110.75,4,dut,3.871413475703435
110.75,4,ped,0.0
111.0,4,bike,0.6024576185002649
111.0,4,dut,3.871413475703435
111.0,4,ped,0.0
111.25,4,bike,0.6024576185002649
111.25,4,dut,3.871413475703435
111.25,4,ped,0.0
111.5,4,bike,0.6024576185002649
111.5,4,dut,3.871413475703435
111.5,4,ped,0.0
111.75,5,bike,0.6024576185002649
111.75,5,dut,3.871413475703435
111.75,5,ped,0.0
112.0,5,bike,5.625108183571283
112.0,5,dut,3.871413475703435
112.0,5,ped,0.0
112.25,5,bike,11.924259300825156
112.25,5,dut,3.871413475703435
112.25,5,ped,0.0
112.5,5,bike,14.93376005267828
112.5,5,dut,3.871413475703435
112.5,5,ped,0.0
112.75,5,bike,16.990037284547935
112.75,5,dut,3.871413475703435
112.75,5,ped,0.0
113.0,5,bike,19.31208402738059
113.0,5,dut,3.871413475703435
113.0,5,ped,0.0
113.25,5,bike,20.235103768514286
113.25,5,dut,3.871413475703435
113.25,5,ped,0.0
113.5,5,bike,20.235103768514286
113.5,5,dut,3.871413475703435
113.5,5,ped,0.0
113.75,5,bike,22.11134702963145
113.75,5,dut,3.871413475703435
113.75,5,ped,0.0
114.0,5,bike,22.588563289049656
114.0,5,dut,3.871413475703435
114.0,5,ped,0.0
114.25,5,bike,23.510374031330407
114.25,5,dut,3.871413475703435
114.25,5,ped,0.0
114.5,5,bike,23.987590290748614
114.5,5,dut,3.871413475703435
114.5,5,ped,0.5733903169394553
114.75,5,bike,23.987590290748614
114.75,5,dut,3.871413475703435
114.75,5,ped,0.5733903169394553
115.0,5,bike,23.987590290748614
115.0,5,dut,3.871413475703435
115.0,5,ped,0.8803030598893177
115.25,5,bike,24.464806550166816
115.25,5,dut,3.871413475703435
115.25,5,ped,1.7969084052499438
115.5,5,bike,24.940813810732084
115.5,5,dut,3.871413475703435
115.5,5,ped,2.101065892540498
115.75,5,bike,24.940813810732084
115.75,5,dut,3.871413475703435
115.75,5,ped,3.3806098235198085
116.0,5,bike,24.940813810732084
116.0,5,dut,3.871413475703435
116.0,5,ped,3.8048020541137677
116.25,5,bike,25.386617292447575
116.25,5,dut,3.871413475703435
116.25,5,ped,3.6231156760847543
116.5,5,bike,25.386617292447575
116.5,5,dut,3.871413475703435
116.5,5,ped,4.470425471625617
116.75,5,bike,25.386617292447575
116.75,5,dut,3.871413475703435
116.75,5,ped,3.740698125911449
117.0,5,bike,25.386617292447575
117.0,5,dut,3.871413475703435
117.0,5,ped,3.5588073909907685
117.25,5,bike,25.386617292447575
117.25,5,dut,3.871413475703435
117.25,5,ped,3.3769166560700876
117.5,5,bike,25.386617292447575
117.5,5,dut,3.871413475703435
117.5,5,ped,1.827801983884136
117.75,5,bike,26.207560556376013
117.75,5,dut,3.871413475703435
117.75,5,ped,1.827801983884136
118.0,5,bike,25.863833551865778
118.0,5,dut,3.871413475703435
118.0,5,ped,0.7018048766450882
118.25,5,bike,25.386617292447575
118.25,5,dut,3.871413475703435
118.25,5,ped,0.0
118.5,5,bike,25.386617292447575
118.5,5,dut,3.871413475703435
118.5,5,ped,0.0
118.75,5,bike,25.386617292447575
118.75,5,dut,3.871413475703435
118.75,5,ped,0.0
119.0,5,bike,25.386617292447575
119.0,5,dut,3.871413475703435
119.0,5,ped,0.0
119.25,5,bike,25.386617292447575
119.25,5,dut,3.871413475703435
119.25,5,ped,0.0
119.5,5,bike,25.386617292447575
119.5,5,dut,3.871413475703435
119.5,5,ped,0.0
119.75,5,bike,24.940813810732084
119.75,5,dut,3.871413475703435
119.75,5,ped,0.0
120.0,5,bike,24.940813810732084
120.0,5,dut,3.871413475703435
120.0,5,ped,0.0
120.25,5,bike,24.940813810732084
120.25,5,dut,3.871413475703435
120.25,5,ped,0.0
120.5,5,bike,24.940813810732084
120.5,5,dut,3.871413475703435
120.5,5,ped,0.0
120.75,5,bike,25.41803007015029
120.75,5,dut,3.871413475703435
120.75,5,ped,0.0
121.0,5,bike,25.41803007015029
121.0,5,dut,3.871413475703435
121.0,5,ped,0.0
121.25,5,bike,25.41803007015029
121.25,5,dut,3.871413475703435
121.25,5,ped,0.0
121.5,5,bike,25.41803007015029
121.5,5,dut,3.871413475703435
121.5,5,ped,0.0
121.75,5,bike,25.41803007015029
121.75,5,dut,3.871413475703435
121.75,5,ped,0.0
122.0,5,bike,25.41803007015029
122.0,5,dut,3.871413475703435
122.0,5,ped,0.0
122.25,5,bike,25.41803007015029
122.25,5,dut,3.871413475703435
122.25,5,ped,0.0
122.5,5,bike,25.41803007015029
122.5,5,dut,3.871413475703435
122.5,5,ped,0.0
122.75,5,bike,24.940813810732084
122.75,5,dut,3.871413475703435
122.75,5,ped,0.0
123.0,5,bike,24.940813810732084
123.0,5,dut,3.871413475703435
123.0,5,ped,0.0
123.25,5,bike,24.940813810732084
123.25,5,dut,3.871413475703435
123.25,5,ped,0.0
123.5,5,bike,24.940813810732084
123.5,5,dut,3.871413475703435
123.5,5,ped,0.0
123.75,5,bike,24.940813810732084
123.75,5,dut,3.871413475703435
123.75,5,ped,0.0
124.0,5,bike,24.940813810732084
124.0,5,dut,3.871413475703435
124.0,5,ped,0.0
124.25,5,bike,24.940813810732084
124.25,5,dut,3.871413475703435
124.25,5,ped,0.0
124.5,5,bike,24.940813810732084
124.5,5,dut,3.871413475703435
124.5,5,ped,0.0
124.75,5,bike,24.940813810732084
124.75,5,dut,3.871413475703435
124.75,5,ped,0.0
125.0,5,bike,25.41803007015029
125.0,5,dut,3.871413475703435
125.0,5,ped,0.0
125.25,5,bike,25.41803007015029
125.25,5,dut,3.871413475703435
125.25,5,ped,0.0
125.5,5,bike,25.41803007015029
125.5,5,dut,3.871413475703435
125.5,5,ped,0.0
125.75,5,bike,25.41803007015029
125.75,5,dut,3.871413475703435
125.75,5,ped,0.0
126.0,5,bike,25.41803007015029
126.0,5,dut,3.871413475703435
126.0,5,ped,0.0
